Age,Income,LoanAmount,CreditScore,YearsExperience,Gender,Education,City,EmploymentType,LoanApproved,DTI_Ratio
27,44325.0,32449.0,818.0,34,Male,Bachelors,San Francisco,Unemployed,0,0.7320534223706177
19,52180.0,21974.0,552.0,22,Male,Masters,Houston,Self-Employed,0,0.42111113240451503
63,50758.0,23176.0,703.0,3,Female,Masters,Houston,Self-Employed,1,0.45658897929431236
26,72347.0,23521.0,432.0,9,Male,Masters,Chicago,Self-Employed,0,0.3251091944490518
20,37843.0,10380.0,579.0,10,Female,Masters,Houston,Salaried,0,0.27428390233590527
38,43030.0,31994.0,531.0,39,Male,PhD,Chicago,Salaried,0,0.7435104924356859
43,37479.0,16772.0,844.0,8,Female,High School,Houston,Self-Employed,0,0.4474919957310566
25,28263.0,26576.0,378.0,39,Male,High School,Chicago,Self-Employed,0,0.9402773846589301
65,53717.0,31667.0,334.0,11,Male,PhD,San Francisco,Unemployed,0,0.5895044491604304
19,74019.0,20651.0,794.0,16,Male,PhD,Houston,Self-Employed,0,0.27899216427992435
23,47023.0,10548.0,409.0,31,Female,Masters,New York,Unemployed,0,0.2243109901326982
45,36772.0,52.0,620.0,22,Male,Bachelors,New York,Self-Employed,0,0.0014140809833301606
46,49488.0,19693.0,627.0,14,Female,High School,Chicago,Self-Employed,1,0.39792681201883245
43,58837.0,22001.0,683.0,27,Male,PhD,Houston,Self-Employed,1,0.37392501444644616
42,49488.0,15354.0,663.0,37,Male,Bachelors,Houston,Unemployed,0,0.3102507627957728
29,71053.0,21085.0,579.0,4,Female,Masters,New York,Unemployed,0,0.2967461367410702
22,37815.0,23443.0,713.0,39,Female,PhD,Houston,Unemployed,0,0.6199227840067696
51,45695.0,27951.0,593.0,17,Female,High School,Houston,Salaried,0,0.6116727941176471
65,54440.0,18171.0,846.0,20,Male,High School,Chicago,Salaried,1,0.33377417755000827
54,55894.0,19637.0,473.0,14,Female,High School,San Francisco,Self-Employed,0,0.3513194382324
32,50708.0,18571.0,691.0,2,Female,PhD,New York,Unemployed,0,0.3662269025222347
61,30824.0,20269.0,401.0,25,Female,High School,San Francisco,Unemployed,0,0.6575506893755069
53,85070.0,15895.0,592.0,14,Male,Masters,Houston,Self-Employed,0,0.18684393036404887
32,46460.0,15856.0,384.0,19,Female,High School,Houston,Self-Employed,0,0.3412754783581929
60,51654.0,16360.0,500.0,20,Female,Masters,Chicago,Self-Employed,0,0.31671667795953923
65,59251.0,21250.0,840.0,25,Male,High School,San Francisco,Self-Employed,1,0.3586376831161817
40,40452.0,13221.0,596.0,22,Female,Masters,San Francisco,Unemployed,0,0.3268237213556473
23,50854.0,16392.0,355.0,24,Male,PhD,Chicago,Salaried,0,0.3223281879854488
63,39842.0,34469.0,771.0,3,Female,Masters,San Francisco,Unemployed,0,0.865120598348518
67,49488.0,27171.0,315.0,9,Female,PhD,Chicago,Salaried,0,0.5490310978197175
61,45860.0,12343.0,365.0,21,Female,Bachelors,Chicago,Self-Employed,0,0.2691393558797235
60,54031.0,26917.0,771.0,2,Female,Masters,Houston,Salaried,1,0.49816775244299677
62,34302.0,25019.0,322.0,18,Male,PhD,Houston,Unemployed,0,0.7293531178031076
38,37566.0,19169.0,785.0,30,Male,Unknown,Houston,Unemployed,0,0.5102616658237282
40,29523.0,14336.0,714.0,8,Male,Unknown,Chicago,Unemployed,0,0.4855710608318656
60,39342.0,13428.0,604.0,28,Male,Bachelors,Houston,Unemployed,0,0.34130595023257
33,11397.0,21791.0,476.0,36,Male,Masters,New York,Unemployed,0,1.911826636251974
64,45393.0,13230.0,579.0,6,Male,Bachelors,New York,Unemployed,0,0.2914482090144072
32,41986.0,28778.0,312.0,37,Female,High School,Houston,Self-Employed,0,0.6854026246219068
42,52264.0,31046.0,465.0,23,Female,Bachelors,Chicago,Salaried,1,0.5940112886252751
53,50669.0,19658.0,449.0,7,Female,Masters,New York,Self-Employed,0,0.3879613183343201
28,68856.0,29110.0,640.0,33,Male,Masters,Houston,Salaried,1,0.4227602131954631
68,88915.0,16708.0,473.0,25,Female,PhD,New York,Salaried,0,0.1879076881551127
32,67063.0,14285.0,466.0,27,Male,High School,New York,Salaried,0,0.21300548729571753
21,43203.0,28802.0,396.0,27,Male,High School,New York,Unemployed,0,0.666651235996667
38,42599.0,32639.0,703.0,6,Female,Bachelors,San Francisco,Unemployed,0,0.7661737089201878
30,63030.0,35705.0,376.0,2,Female,High School,New York,Unemployed,0,0.5664672938712697
39,24750.0,22661.0,536.0,21,Male,Masters,Houston,Salaried,0,0.915558967314452
36,45272.0,26897.0,590.0,37,Male,Bachelors,New York,Salaried,0,0.5941068628100634
51,46428.0,22485.0,435.0,17,Male,PhD,Houston,Salaried,1,0.48428783734303993
31,58762.0,31227.0,666.0,11,Female,Bachelors,New York,Self-Employed,1,0.5314058165852662
21,59208.0,23466.0,847.0,30,Male,Bachelors,New York,Unemployed,0,0.3963248830414295
65,38832.0,26441.0,547.0,38,Male,PhD,San Francisco,Unemployed,0,0.6808899647207273
69,43784.0,10917.0,513.0,4,Female,Bachelors,New York,Unemployed,0,0.24933196300102775
63,56677.0,18151.0,369.0,28,Male,High School,Houston,Self-Employed,0,0.3202477151628498
44,38016.0,26509.0,628.0,35,Female,Bachelors,San Francisco,Self-Employed,0,0.697293316148039
46,68092.0,25792.0,315.0,13,Male,Bachelors,San Francisco,Self-Employed,0,0.37877608564757026
64,59138.0,27191.0,786.0,17,Female,Bachelors,New York,Salaried,1,0.4597811934594768
45,52573.0,20965.0,473.0,6,Male,Masters,New York,Self-Employed,0,0.39877125575379463
52,55864.0,14784.0,573.0,22,Female,Masters,Chicago,Salaried,0,0.26463796652644767
25,42997.0,19528.0,823.0,32,Male,High School,New York,Salaried,1,0.4541606586352854
33,40606.0,20376.0,518.0,15,Male,PhD,Chicago,Unemployed,0,0.5017854064570147
59,43629.0,21934.0,812.0,36,Female,Masters,Houston,Unemployed,0,0.5027274810909924
53,57500.0,12257.0,698.0,24,Female,Masters,New York,Self-Employed,1,0.2131615102346046
47,53015.0,17873.0,410.0,8,Male,High School,New York,Salaried,0,0.33712464161762484
35,43659.0,19291.0,763.0,27,Male,High School,Chicago,Salaried,1,0.4418460833715071
19,61244.0,2062.0,392.0,8,Male,PhD,Chicago,Salaried,0,0.033668054535064086
66,47391.0,26660.0,750.0,11,Male,Bachelors,San Francisco,Unemployed,0,0.562542201215395
30,39600.0,21312.0,695.0,17,Male,Bachelors,San Francisco,Unemployed,0,0.5381682280750486
21,53815.0,22123.0,778.0,26,Male,PhD,New York,Unemployed,0,0.41108592240225955
43,34805.0,15876.0,615.0,25,Male,PhD,Houston,Unemployed,0,0.45612825374935356
42,24692.0,24690.0,652.0,25,Female,PhD,San Francisco,Unemployed,0,0.9998785080792127
47,49923.0,13345.0,538.0,9,Male,High School,San Francisco,Unemployed,0,0.2673063055844884
28,40139.0,14601.0,403.0,16,Female,Bachelors,San Francisco,Self-Employed,0,0.36375186846038865
24,46188.0,25027.0,328.0,31,Male,PhD,Chicago,Self-Employed,0,0.5418389659875728
48,35499.0,22857.0,388.0,23,Male,PhD,New York,Self-Employed,0,0.6438591549295775
61,68134.0,9779.0,674.0,7,Female,Bachelors,Chicago,Self-Employed,1,0.14352388640199604
27,40078.0,32619.0,696.0,29,Male,Bachelors,Houston,Salaried,1,0.813867611467352
56,49488.0,13932.0,579.0,25,Female,High School,Chicago,Unemployed,0,0.28151710481117015
30,55668.0,18939.0,446.0,23,Male,Masters,New York,Unemployed,0,0.34020729670013833
48,29351.0,33974.0,613.0,26,Male,Masters,Chicago,Self-Employed,0,1.1574679749250476
24,28242.0,3522.0,847.0,14,Male,High School,Houston,Salaried,0,0.12470346634564317
66,55714.0,6350.0,751.0,27,Male,High School,New York,Self-Employed,1,0.11397289778336175
59,43326.0,23535.0,579.0,10,Female,Bachelors,New York,Unemployed,0,0.5431947746209062
59,36478.0,172.0,785.0,38,Female,High School,New York,Self-Employed,0,0.004715041530743715
53,59051.0,3652.0,400.0,1,Female,Unknown,New York,Salaried,0,0.06184379868590395
37,37821.0,29401.0,579.0,8,Male,PhD,Houston,Unemployed,0,0.7773518058272962
21,45882.0,16729.0,590.0,22,Female,High School,New York,Salaried,0,0.36460126844365015
24,36558.0,37569.0,648.0,32,Male,High School,Houston,Self-Employed,0,1.027626576219262
18,54552.0,11722.0,526.0,18,Female,PhD,Houston,Unemployed,0,0.21487360915073414
61,69981.0,17452.0,349.0,12,Male,Bachelors,Chicago,Salaried,0,0.2493784115915521
62,22084.0,24325.0,457.0,13,Female,Unknown,Chicago,Salaried,0,1.1014263074484945
59,51690.0,23772.0,627.0,31,Female,High School,New York,Salaried,1,0.45988663403687297
64,62849.0,17961.0,376.0,21,Female,High School,San Francisco,Unemployed,0,0.28577565632458235
30,43678.0,14812.0,753.0,19,Female,Masters,San Francisco,Unemployed,0,0.3391103276173905
39,33034.0,21851.0,609.0,32,Male,PhD,New York,Self-Employed,0,0.6614499772968064
38,56314.0,31015.0,626.0,4,Female,Masters,Houston,Self-Employed,1,0.5507413655331617
39,65025.0,26102.0,807.0,19,Female,High School,Chicago,Unemployed,0,0.40140866730230984
45,63358.0,14940.0,406.0,13,Female,Masters,New York,Salaried,0,0.23579917612336054
26,55489.0,12066.0,540.0,26,Female,Masters,New York,Unemployed,0,0.21744458460983962
43,51469.0,14458.0,734.0,25,Male,Bachelors,Houston,Unemployed,0,0.28090149601709735
26,36515.0,9810.0,327.0,31,Male,PhD,Chicago,Unemployed,0,0.2686493591850148
32,62979.0,21179.0,548.0,29,Male,Bachelors,San Francisco,Unemployed,0,0.3362813591616386
27,62149.0,26510.0,663.0,26,Female,Bachelors,San Francisco,Self-Employed,1,0.4265486725663717
41,32929.0,19429.0,832.0,25,Female,Masters,New York,Self-Employed,0,0.5900091102338293
59,55467.0,33758.0,771.0,17,Male,PhD,New York,Salaried,1,0.6086031585779188
25,49488.0,34203.0,838.0,22,Male,High School,New York,Unemployed,1,0.6911232799207905
41,63232.0,22462.0,579.0,23,Male,PhD,New York,Unemployed,0,0.35522591052140495
33,48875.0,25616.0,464.0,3,Male,Bachelors,New York,Self-Employed,0,0.5241018086586464
66,37136.0,12796.0,347.0,2,Male,Masters,San Francisco,Self-Employed,0,0.3445620270888871
43,42468.0,17114.0,783.0,29,Female,High School,New York,Unemployed,0,0.4029762885869693
44,34891.0,30178.0,457.0,15,Female,Bachelors,Chicago,Self-Employed,0,0.864897397684283
54,49234.0,15366.0,450.0,6,Male,Masters,Houston,Unemployed,0,0.3120950543312684
21,46297.0,31899.0,524.0,38,Female,Bachelors,San Francisco,Salaried,0,0.6889930450559419
67,82176.0,28901.0,559.0,21,Female,Masters,Houston,Salaried,0,0.3516920792922594
41,63420.0,26013.0,686.0,30,Male,PhD,Houston,Salaried,1,0.41016382586209615
36,64543.0,10618.0,555.0,12,Male,Bachelors,New York,Unemployed,0,0.1645079325731284
53,57070.0,17504.0,360.0,28,Male,PhD,Houston,Self-Employed,0,0.30670568239561247
56,44490.0,25154.0,695.0,27,Male,PhD,Chicago,Salaried,1,0.5653727720213076
27,45869.0,12114.0,579.0,18,Female,Masters,New York,Unemployed,0,0.2640941792020929
42,47242.0,18479.0,461.0,22,Female,High School,San Francisco,Salaried,1,0.3911478949262325
35,52823.0,26017.0,679.0,7,Female,PhD,Chicago,Salaried,1,0.4925223383310616
36,55838.0,15455.0,742.0,24,Female,Bachelors,San Francisco,Self-Employed,1,0.2767778792600154
53,50011.0,13228.0,648.0,37,Male,Bachelors,New York,Unemployed,0,0.2644965208349996
27,45641.0,5594.0,330.0,37,Female,Masters,New York,Self-Employed,0,0.12256255203540599
50,41088.0,16907.0,370.0,34,Male,PhD,San Francisco,Self-Employed,0,0.4114726569154762
67,29110.0,26185.0,696.0,25,Female,High School,Houston,Self-Employed,0,0.8994881659853664
22,69251.0,13017.0,579.0,2,Female,High School,San Francisco,Salaried,0,0.1879656905215734
64,83083.0,20143.0,301.0,1,Male,Bachelors,Chicago,Salaried,0,0.24244138462279138
66,67990.0,18206.0,434.0,4,Male,Masters,Houston,Salaried,0,0.26777073436190085
52,49488.0,14667.0,445.0,19,Male,PhD,New York,Unemployed,0,0.2963688900563762
61,61805.0,26702.0,478.0,11,Female,Bachelors,Chicago,Self-Employed,0,0.4320292528233505
51,65357.0,33138.0,563.0,37,Male,Masters,Chicago,Salaried,0,0.507022858716607
50,43948.0,28035.0,610.0,15,Female,High School,New York,Self-Employed,1,0.6378984732303351
38,57334.0,14433.0,503.0,36,Female,Bachelors,Houston,Self-Employed,0,0.251731054329816
34,43155.0,35939.0,329.0,37,Male,Masters,New York,Self-Employed,0,0.8327694874409121
39,72934.0,28011.0,358.0,35,Female,Unknown,Chicago,Self-Employed,0,0.3840542949201344
65,55481.0,16341.0,308.0,28,Male,Masters,Chicago,Self-Employed,0,0.29452795501243645
54,36243.0,13797.0,623.0,34,Male,Bachelors,Chicago,Salaried,0,0.3806699039841077
32,60047.0,28968.0,466.0,36,Female,PhD,New York,Unemployed,0,0.482414068745004
52,65882.0,21390.0,636.0,20,Female,Masters,San Francisco,Unemployed,0,0.3246664541687537
45,52972.0,13194.0,678.0,20,Female,PhD,Chicago,Unemployed,0,0.2490702810865913
24,57192.0,18815.0,541.0,27,Male,Bachelors,Chicago,Unemployed,0,0.3289738254681517
49,48954.0,16742.0,459.0,5,Male,High School,Houston,Self-Employed,0,0.3419875395771627
28,32986.0,13408.0,534.0,19,Male,Masters,San Francisco,Salaried,0,0.40646315215084733
27,47724.0,28117.0,752.0,35,Female,High School,Houston,Salaried,1,0.5891461498166579
26,57846.0,26254.0,498.0,12,Male,PhD,Chicago,Self-Employed,0,0.4538524037547323
31,48080.0,26708.0,776.0,39,Female,PhD,San Francisco,Self-Employed,1,0.5554792953557538
30,62011.0,26597.0,332.0,10,Male,High School,Houston,Salaried,0,0.42890085789847127
42,49488.0,12672.0,707.0,23,Male,Bachelors,New York,Salaried,1,0.25605690153367416
19,45101.0,15171.0,388.0,18,Female,PhD,Houston,Unemployed,0,0.33637089264334175
52,62467.0,31669.0,520.0,22,Female,Bachelors,San Francisco,Unemployed,0,0.5069635653454568
24,53328.0,20864.0,368.0,30,Female,High School,Houston,Unemployed,0,0.3912317875827411
38,49488.0,8236.0,593.0,36,Male,Bachelors,San Francisco,Salaried,0,0.16642082078845805
35,65507.0,21736.0,579.0,36,Female,PhD,San Francisco,Unemployed,0,0.3318068022226293
20,39669.0,25238.0,459.0,2,Female,High School,Houston,Salaried,0,0.6361986387698513
59,49488.0,24192.0,589.0,33,Female,Bachelors,Houston,Salaried,0,0.4888359029279234
56,7558.0,12497.0,832.0,28,Female,Bachelors,New York,Self-Employed,0,1.6532610133615557
58,41690.0,35094.0,634.0,2,Male,Masters,Houston,Salaried,1,0.8417644095848025
66,69631.0,7995.0,801.0,14,Male,PhD,San Francisco,Self-Employed,1,0.11481789981617647
28,18916.0,20887.0,545.0,6,Female,Masters,Chicago,Self-Employed,0,1.1041391341121742
56,35721.0,33892.0,622.0,2,Female,Bachelors,Houston,Salaried,0,0.9487710654498628
41,56586.0,24733.0,628.0,15,Male,PhD,Houston,Salaried,1,0.43707918779931787
63,16327.0,26690.0,846.0,33,Female,High School,San Francisco,Unemployed,0,1.6346153846153846
36,42340.0,11575.0,638.0,19,Female,High School,Chicago,Salaried,1,0.27337568786755156
21,67113.0,22776.0,470.0,38,Female,High School,New York,Unemployed,0,0.33936287510802515
43,49488.0,19707.0,409.0,32,Male,Bachelors,Chicago,Unemployed,0,0.3982097031663602
55,54354.0,10960.0,309.0,13,Male,Bachelors,San Francisco,Salaried,0,0.20163738386532978
59,36103.0,26921.0,501.0,34,Male,High School,San Francisco,Unemployed,0,0.7456514513627299
49,35598.0,13444.0,556.0,10,Female,Masters,San Francisco,Self-Employed,0,0.37765105761397794
56,52174.0,14393.0,561.0,19,Female,Masters,San Francisco,Self-Employed,0,0.2758600862482032
62,54214.0,23461.0,729.0,29,Female,PhD,Chicago,Salaried,1,0.4327400166005718
63,77869.0,18854.0,806.0,27,Male,PhD,Chicago,Salaried,1,0.2421214845254912
53,64562.0,21354.0,365.0,14,Male,High School,Chicago,Salaried,0,0.330746712513359
57,51262.0,18364.0,334.0,37,Female,Bachelors,Houston,Self-Employed,0,0.3582310828472778
54,44972.0,31304.0,790.0,12,Female,Bachelors,San Francisco,Unemployed,0,0.6960620816934605
50,95221.0,12600.0,553.0,34,Female,PhD,Houston,Self-Employed,0,0.132322362479259
53,59399.0,16282.0,316.0,23,Female,High School,Houston,Unemployed,0,0.27410774410774413
20,39969.0,23849.0,560.0,0,Female,PhD,Houston,Unemployed,0,0.5966725043782837
26,46631.0,12097.0,555.0,23,Male,Masters,New York,Salaried,0,0.2594141362154744
25,49488.0,11742.0,723.0,26,Male,High School,Houston,Salaried,1,0.23726484673361758
50,13932.0,21102.0,800.0,17,Male,High School,San Francisco,Salaried,0,1.5145338405225006
23,54690.0,26939.0,585.0,25,Male,High School,Houston,Self-Employed,0,0.4925673328335558
58,76737.0,27983.0,306.0,28,Female,Masters,San Francisco,Self-Employed,0,0.364656363209883
56,25542.0,20734.0,796.0,7,Male,Unknown,New York,Self-Employed,0,0.8117292408879145
21,50829.0,14623.0,498.0,25,Male,PhD,Chicago,Salaried,0,0.2876844383238245
30,39396.0,22205.0,717.0,4,Female,Masters,San Francisco,Salaried,0,0.5636215955529609
66,57823.0,24529.0,351.0,32,Male,Bachelors,Houston,Unemployed,0,0.42420102379634755
19,47415.0,22095.0,542.0,39,Female,Unknown,San Francisco,Unemployed,0,0.4659819470221022
22,29599.0,29873.0,518.0,4,Male,PhD,Houston,Salaried,0,1.009222972972973
61,35283.0,11887.0,817.0,35,Female,PhD,Chicago,Self-Employed,0,0.33689490987416393
44,37545.0,14424.0,408.0,12,Female,Masters,San Francisco,Salaried,0,0.3841687529963245
49,70165.0,28763.0,650.0,16,Female,PhD,Houston,Self-Employed,1,0.40992788530057295
38,69399.0,8216.0,365.0,12,Male,Masters,San Francisco,Salaried,0,0.11838616714697406
25,45330.0,15685.0,309.0,24,Male,High School,Chicago,Salaried,0,0.34601045642055106
55,68417.0,14148.0,501.0,1,Female,Bachelors,Chicago,Unemployed,0,0.2067876874506709
25,47402.0,7486.0,513.0,23,Male,High School,Chicago,Self-Employed,0,0.15792249435689723
67,45100.0,18503.0,367.0,35,Female,PhD,San Francisco,Self-Employed,0,0.4102569787809583
20,50857.0,25970.0,626.0,24,Female,Masters,San Francisco,Salaried,1,0.5106374611663849
61,54272.0,21251.0,349.0,33,Female,Masters,Houston,Unemployed,0,0.3915574963609898
20,41668.0,26397.0,316.0,11,Female,High School,Chicago,Salaried,0,0.6334925244186326
39,50328.0,29536.0,822.0,18,Female,PhD,Houston,Salaried,1,0.586858471259115
23,61810.0,16915.0,605.0,29,Female,Bachelors,San Francisco,Self-Employed,1,0.27365679248030284
19,51943.0,41175.0,691.0,36,Female,Masters,New York,Salaried,0,0.7926805790851686
40,50642.0,17237.0,423.0,0,Male,Masters,Chicago,Unemployed,0,0.34036293268566237
61,57413.0,18300.0,803.0,2,Male,PhD,Houston,Salaried,1,0.31873759013481034
19,60001.0,14339.0,579.0,25,Male,Masters,Chicago,Unemployed,0,0.23897536748775042
55,49061.0,24363.0,617.0,14,Male,PhD,Houston,Self-Employed,1,0.49657576128164366
34,42887.0,17676.0,772.0,27,Male,PhD,Houston,Self-Employed,1,0.41214325685506437
52,52838.0,19369.0,840.0,3,Male,Bachelors,New York,Salaried,1,0.36656636196748615
51,26091.0,18358.0,657.0,18,Female,PhD,San Francisco,Unemployed,0,0.7035873064540855
40,46845.0,18177.0,782.0,23,Male,High School,Chicago,Self-Employed,1,0.38801605259787386
47,12927.0,21266.0,728.0,39,Female,Bachelors,San Francisco,Unemployed,0,1.644956683168317
69,24863.0,16398.0,796.0,5,Male,PhD,Houston,Self-Employed,0,0.659507722007722
25,22607.0,16774.0,771.0,15,Female,PhD,San Francisco,Self-Employed,0,0.7419497523000708
39,65710.0,28583.0,599.0,31,Male,Bachelors,New York,Unemployed,0,0.4349804446744076
61,50210.0,17652.0,383.0,29,Male,Masters,San Francisco,Unemployed,0,0.3515564318575611
53,31069.0,23068.0,676.0,34,Male,Bachelors,Houston,Unemployed,0,0.7424525265529449
22,57366.0,12884.0,612.0,7,Male,Masters,Houston,Self-Employed,1,0.22458904945351857
30,64830.0,16442.0,619.0,4,Male,Bachelors,New York,Unemployed,0,0.2536132405793525
46,57627.0,10140.0,503.0,36,Female,Bachelors,Chicago,Salaried,0,0.17595613243562158
48,47169.0,34835.0,654.0,11,Female,High School,New York,Unemployed,0,0.738499046003816
64,53487.0,31004.0,593.0,24,Male,Bachelors,Chicago,Self-Employed,0,0.5796440323063117
33,63522.0,24764.0,579.0,32,Female,High School,Houston,Unemployed,0,0.3898430489743872
59,42961.0,37209.0,444.0,38,Female,PhD,San Francisco,Unemployed,0,0.8660909641078162
47,50448.0,26162.0,838.0,23,Female,Masters,Houston,Unemployed,0,0.5185831235505164
33,46142.0,18624.0,316.0,10,Female,Masters,New York,Salaried,0,0.40361484948963006
29,25799.0,22980.0,338.0,34,Male,High School,New York,Self-Employed,0,0.8906976744186047
34,63749.0,30886.0,429.0,39,Male,Masters,San Francisco,Salaried,0,0.4844862745098039
33,80859.0,12957.0,414.0,0,Female,Masters,New York,Salaried,0,0.16023992085085334
29,36893.0,10617.0,749.0,7,Male,Bachelors,Houston,Self-Employed,0,0.287770369165718
25,64440.0,23249.0,344.0,22,Male,High School,San Francisco,Self-Employed,0,0.3607796278766624
37,37370.0,15305.0,515.0,19,Male,Masters,Chicago,Unemployed,0,0.40954215835808516
20,51992.0,1921.0,714.0,31,Male,PhD,New York,Self-Employed,1,0.036947281364799106
33,72620.0,10057.0,564.0,10,Female,Unknown,Chicago,Unemployed,0,0.1384861128323763
47,42193.0,17509.0,739.0,6,Female,Bachelors,San Francisco,Salaried,1,0.41496421292126845
62,49780.0,20386.0,680.0,29,Female,PhD,New York,Unemployed,0,0.40951366987404836
40,22977.0,20624.0,600.0,38,Male,Masters,San Francisco,Self-Employed,0,0.8975541822612935
45,40037.0,36042.0,470.0,12,Female,Masters,New York,Unemployed,0,0.9001948149258204
68,21406.0,18339.0,705.0,2,Female,High School,New York,Salaried,0,0.856682393609567
57,56438.0,22225.0,654.0,6,Female,Masters,New York,Self-Employed,1,0.39378798348659616
22,62475.0,6993.0,460.0,12,Female,High School,San Francisco,Self-Employed,0,0.1119309814968948
37,49488.0,19751.0,325.0,36,Male,Masters,San Francisco,Unemployed,0,0.39909878963001877
57,54288.0,22674.0,382.0,24,Female,PhD,Houston,Unemployed,0,0.417653668330601
61,45114.0,8998.0,472.0,22,Male,Bachelors,Houston,Unemployed,0,0.19944586057852157
18,61108.0,12528.0,369.0,32,Male,PhD,San Francisco,Salaried,0,0.20501071855209543
47,51942.0,23913.0,305.0,4,Female,Bachelors,San Francisco,Salaried,0,0.4603700209845408
38,20215.0,15629.0,494.0,31,Male,High School,New York,Self-Employed,0,0.7731005144440047
37,64100.0,19180.0,824.0,29,Male,Masters,Houston,Self-Employed,1,0.2992153008533408
23,44157.0,24326.0,362.0,30,Female,PhD,Houston,Salaried,0,0.5508854567688753
39,30944.0,36295.0,312.0,12,Female,Masters,San Francisco,Unemployed,0,1.1728873808369689
35,43416.0,18226.0,504.0,4,Female,High School,Houston,Unemployed,0,0.4197894833820854
25,21469.0,34154.0,339.0,22,Female,Bachelors,San Francisco,Salaried,0,1.5907778295295762
56,31252.0,4330.0,464.0,0,Female,PhD,Houston,Unemployed,1,0.1385466995168464
49,52144.0,21187.0,330.0,9,Male,Bachelors,Chicago,Salaried,0,0.40630932975357176
50,53401.0,17327.0,828.0,26,Female,Bachelors,Chicago,Unemployed,0,0.32446350323957907
33,54597.0,15740.0,697.0,7,Male,High School,Houston,Unemployed,0,0.288288948313125
29,50048.0,25265.0,758.0,2,Male,Bachelors,San Francisco,Self-Employed,1,0.5048052908150013
55,39607.0,18283.0,522.0,18,Female,High School,Chicago,Unemployed,0,0.4615986669359725
69,49183.0,3800.0,377.0,1,Male,Bachelors,New York,Unemployed,0,0.07726089785296031
51,43442.0,7293.0,727.0,30,Male,Bachelors,San Francisco,Salaried,1,0.16787514674400938
31,25613.0,25776.0,724.0,9,Female,PhD,Chicago,Salaried,0,1.0063246661981728
53,38414.0,6902.0,686.0,15,Female,High School,New York,Salaried,0,0.1796693999739685
50,63343.0,25991.0,538.0,36,Male,Masters,Chicago,Salaried,0,0.4103151048244506
40,73824.0,20998.0,389.0,19,Male,Masters,Chicago,Unemployed,0,0.2844293938367762
67,59769.0,18638.0,684.0,2,Male,Masters,New York,Salaried,1,0.31182867659360886
62,73155.0,19348.0,438.0,34,Male,PhD,New York,Self-Employed,0,0.2644759144841161
19,51281.0,24118.0,823.0,33,Male,PhD,Houston,Salaried,1,0.4703014703014703
58,76136.0,10580.0,543.0,20,Female,Bachelors,Chicago,Unemployed,0,0.13896003257286207
38,80817.0,20338.0,804.0,35,Female,Bachelors,New York,Self-Employed,1,0.2516518597342176
19,23998.0,10884.0,721.0,31,Female,Masters,Houston,Unemployed,0,0.4535188966206925
44,53322.0,21309.0,481.0,17,Female,Bachelors,New York,Self-Employed,0,0.3996211766029668
26,51296.0,25172.0,494.0,33,Male,Bachelors,Houston,Self-Employed,0,0.4907109577558142
18,43638.0,21328.0,352.0,37,Female,PhD,Houston,Self-Employed,0,0.4887371387978643
28,57379.0,24869.0,478.0,2,Female,Masters,New York,Unemployed,0,0.43340885325897527
20,50617.0,14400.0,592.0,2,Male,High School,New York,Self-Employed,0,0.2844837804733494
69,38968.0,19503.0,674.0,26,Male,Masters,Chicago,Unemployed,0,0.5004747363288768
40,49601.0,18096.0,358.0,1,Male,PhD,Chicago,Self-Employed,0,0.36482399903229706
43,68069.0,17572.0,353.0,2,Female,Masters,Houston,Salaried,0,0.25814602614955195
21,52738.0,13595.0,579.0,16,Female,High School,New York,Salaried,0,0.2577788733195548
35,59404.0,16545.0,448.0,38,Male,Bachelors,Chicago,Self-Employed,0,0.2785119097719047
23,45844.0,11098.0,667.0,37,Male,Masters,Houston,Self-Employed,1,0.24207656232958882
52,56781.0,6447.0,315.0,39,Female,PhD,Chicago,Salaried,0,0.11353950195484484
39,31862.0,14394.0,475.0,18,Male,PhD,Houston,Salaried,0,0.45174653987383484
60,42504.0,25008.0,839.0,18,Male,Masters,Chicago,Unemployed,0,0.5883543112574992
32,48460.0,21873.0,705.0,4,Male,Bachelors,New York,Salaried,1,0.4513526340768866
39,30855.0,9947.0,766.0,4,Female,Bachelors,San Francisco,Unemployed,0,0.3223684210526316
54,37547.0,16752.0,428.0,13,Female,PhD,San Francisco,Self-Employed,1,0.4461489293704059
69,54697.0,25540.0,522.0,26,Female,PhD,Houston,Unemployed,0,0.4669274927785294
59,51947.0,16412.0,543.0,35,Male,High School,San Francisco,Self-Employed,0,0.3159313159313159
29,62095.0,8658.0,725.0,39,Male,Bachelors,San Francisco,Unemployed,0,0.13942927080649317
64,40992.0,38061.0,653.0,34,Female,Masters,Houston,Unemployed,0,0.9284755933939941
66,50864.0,18664.0,625.0,20,Male,PhD,San Francisco,Unemployed,0,0.3669320751007569
59,39922.0,10691.0,302.0,4,Male,PhD,Chicago,Self-Employed,0,0.26779049670615934
55,60592.0,21370.0,778.0,23,Female,PhD,Chicago,Self-Employed,1,0.35268100275609393
35,67861.0,19315.0,380.0,38,Male,PhD,Chicago,Unemployed,0,0.2846217323391589
62,57250.0,7668.0,343.0,23,Male,Bachelors,New York,Self-Employed,0,0.13393652512619866
52,65918.0,20747.0,454.0,39,Male,PhD,Chicago,Unemployed,0,0.31473475022375946
